author.username,content
author4,Might need extra time to lvl Dorian but should be fine
author6,I still need to figure out leveling shit and if we are doing my grave Knight stiff
author6,Should be good!
author7,but prolly not
author7,we'll see
author2,<@&828644080443326494> tomorrow 6
author7,but my mom will prolly take advantage of that anyways so
author7,im free for once
author6,But I guess that doesn't matter
author6,Work early sat
author4,Barstools n shit
author4,Cant going to greenboro
author2,<@&828644080443326494> early sat into late sun
author6,But I should be good
author6,O fuck I forgot about this
author2,<@&828644080443326494> 6:30?
author7,i dont work
author4,If it says Im good Im good
author2,We both open
author4,Not great service where I am
author2,we work at the same time
author4,Uh let me check what hours Im working real quick
author2,<@&828644080443326494> sunday late?
author4,Thats why Echos got pushed so far back
author4,Cant so youre good to
author2,So no gnome? May go help in Sylva if that’s the case.
author2,my ~~ass~~ heart into pieces
author4,Not in Waynesville that entire week
author2,So Monday early
author2,That’s Father’s Day
author2,Makes sense
author4,Cant do Saturday doin birthday stuff but Sun good
author2,<@&828644080443326494> early sat and sun
author7,That's the truth ain't it
author7,I'm the one that makes tristin mad around these parts 😈
author7,You aight noah
author4,Tuscola Graduation + Family + misc bs
author4,"Oh gotcha
Sorry Im tired out rn"
author2,It’s a joke
author4,Or is that caps lock
author4,Did I piss you off or something?
author2,I SAID NP
author4,Sorry about that
author2,Gotcha np
author4,"Prob not
Family is still here scheduled for lunch tomorrow"
author2,<@&828644080443326494> tomorrow early?
author4,So hear me out what if Law works on his oneshot character
author4,Im free but idk if that matters now
author6,"Oh fuck yea, I cant"
author7,fable is still in george
author2,<@458413180893397022> <@151489352164311040> how’s
author4,Busy as well
author6,Wait are we trying to do Pathfinder today
author5,that was not present info
author7,Fable is currently in Clemson and then heading to georgia
author2,<@458413180893397022> <@151489352164311040> good for 1?
author7,And I am taken :[
author4,Doin stuff for brothers Birthday
author4,Cant Saturday
author7,also good for saturday early but my uncle is still in town so i may be taken
author6,Monday might be iffy for me
author7,"I should be good for monday early
will have to leave at some point"
author2,<@&828644080443326494> Saturday Monday early
author2,<@&828644080443326494> 50 min
author4,I respect the hustle
author5,<@&828644080443326494> sunday early. we might be able to do tomorrow at 6 but I may be playing monopoly
author7,||I'm not home so||...
author4,Standable I couldn't make it either
author2,No pathfinder today. I gotta meet up with a cousin for pictures.
author7,Fable literally got a call today and they were like hey come in in 4 hours
author6,We will see how much i get offered by the walmart
author25,have interview at 530
author25,Pathfinder is no go
author6,i can
author4,Yeah I can
author2,<@!458413180893397022> <@!151489352164311040> up for tonight
author4,"Brace: If you use a readied action to set a brace weapon against a charge, you deal double damage on a successful hit against a charging character (see Chapter 8)."
author2,<@&828644080443326494> 20 min
author4,Idk about Monday
author5,<@&828644080443326494> you guys good with 1 sunday and 5 monday?
author2,Both early
author6,<@531348109347782656>  too
author6,<@318536129727168512>  normal time Saturday and early time Sunday again?
author4,The opposite of that I think
author7,noah out here skipping class 😔
author4,Need to see when Im going bavk to state
author2,<@&828644080443326494> early Saturday and Sunday?
author4,"Not sure when Im leaving Rockingham
No chance of me this weekend btw"
author4,Hard maybe
author5,<@&828644080443326494> monday 5?
author2,"As a casual casual, I am casual"
author6,"As a casual side note, <@!151500793990742016> is picking me up from ashville"
author7,"As a casual side note, I'm picking up fable in asheville"
author2,We could do kingmaker exploration
author4,We still gonna play?
author6,I have a bus ride to waynesville today
author6,Fuck i have tiny brain
author5,<@&828644080443326494> norm sunday
author12,"<@531348109347782656>  :game_die:
**Result**: 1d20 (11) + 20
**Total**: 31"
author5,then just sunday
author6,fuck not sunday
author5,so we just do normal time
author6,including this one
author6,fyi im busy from like 12:30 till like 2:45 the next 4 saturdays
author7,ill be busy saturday
author6,super early sunday
author5,<@&828644080443326494> early saturday and whenever sunday
author4,Didn't see second part
author4,I'll be there
author4,Wait what
author5,<@&828644080443326494> 20 min
author6,I am going to run to dining hall and i will be ready after
author4,We doing 5 or something
author2,My work closed
author2,We can start at 5 btw
author4,"Plane shift, Beloved of the forge etc"
author6,<@!458413180893397022>  skill issue
author4,Get relic
author4,Vault of Saint Angelo
author6,overwatch at 8
author5,<@&828644080443326494> sunday 5
author4,<@151489352164311040> 👀
author4,"""Every bard spell has a verbal component (song, recitation, or music).""
I like to think my bard has a leitmotif in my inspire courage and my animate dead"
author7,Crystals are just what I had been imagining
author2,So a crystal? Not chickens?
author7,Imagine the blue end of the magic missile wand in terraria flew around
author2,<@!151500793990742016> what do your magic missiles look like
author4,Awoken flea on a raven that pretwnds to be a demon worshiping tree
author6,raven that sits on a tree and pretends to be a Funny demon worshiping tree
author4,Funny demon worshiping tree would be funny as well
author4,We buy a pet
author4,Hear me out
